"emp_no","title","from_date","to_date"
248196,"Technique Leader","1994-05-24","1995-04-30"
248197,"Senior Engineer","1999-09-23","2002-03-30"
248198,"Engineer","1997-08-21","9999-01-01"
248199,"Senior Staff","1986-02-06","9999-01-01"
248200,"Senior Staff","1987-08-20","9999-01-01"
248201,"Senior Staff","1998-04-01","9999-01-01"
248201,"Staff","1991-04-01","1998-04-01"
248202,"Engineer","1993-08-05","9999-01-01"
248203,"Assistant Engineer","1995-03-02","2000-03-01"
248203,"Engineer","2000-03-01","9999-01-01"
248204,"Engineer","1987-08-23","1994-08-23"
248204,"Senior Engineer","1994-08-23","9999-01-01"
248205,"Engineer","1992-07-24","1995-12-23"
248206,"Senior Staff","1993-02-21","9999-01-01"
248206,"Staff","1986-02-21","1993-02-21"
248207,"Engineer","1994-03-09","2000-03-08"
248207,"Senior Engineer","2000-03-08","9999-01-01"
248208,"Senior Engineer","1993-07-05","9999-01-01"
248209,"Staff","1998-08-03","9999-01-01"
248210,"Senior Staff","1994-12-13","9999-01-01"
248210,"Staff","1985-12-13","1994-12-13"
248211,"Senior Staff","1997-01-23","9999-01-01"
248211,"Staff","1992-01-24","1997-01-23"
248212,"Engineer","1996-05-17","9999-01-01"
248213,"Engineer","1985-08-30","1990-08-30"
248213,"Senior Engineer","1990-08-30","9999-01-01"
248214,"Staff","1997-07-02","1999-11-17"
248215,"Senior Staff","1999-04-18","9999-01-01"
248215,"Staff","1991-04-18","1999-04-18"
248216,"Staff","1996-12-07","9999-01-01"
248217,"Engineer","1995-07-08","9999-01-01"
248218,"Senior Staff","1999-04-28","9999-01-01"
248218,"Staff","1993-04-28","1999-04-28"
248219,"Engineer","1987-04-23","1993-04-22"
248219,"Senior Engineer","1993-04-22","9999-01-01"
248220,"Senior Staff","1993-09-18","9999-01-01"
248220,"Staff","1987-09-19","1993-09-18"
248221,"Engineer","1987-09-09","1994-09-09"
248221,"Senior Engineer","1994-09-09","9999-01-01"
248222,"Senior Staff","1997-06-18","9999-01-01"
248222,"Staff","1991-06-19","1997-06-18"
248223,"Senior Staff","1986-01-31","1987-01-06"
248224,"Senior Staff","1985-12-16","9999-01-01"
248225,"Staff","1989-10-26","1993-06-19"
248226,"Senior Staff","1991-12-27","9999-01-01"
248227,"Senior Engineer","1989-12-09","9999-01-01"
248228,"Engineer","1985-06-23","1985-11-02"
248229,"Senior Staff","1988-09-24","1996-10-18"
248230,"Technique Leader","1988-02-22","1988-10-19"
248231,"Senior Engineer","1996-09-11","9999-01-01"
248232,"Staff","1997-04-07","9999-01-01"
248233,"Technique Leader","1986-02-15","9999-01-01"
248234,"Senior Staff","2001-08-04","2002-05-15"
248234,"Staff","1994-08-04","2001-08-04"
248235,"Senior Staff","1997-11-08","9999-01-01"
248235,"Staff","1992-11-08","1997-11-08"
248236,"Staff","1999-01-03","9999-01-01"
248237,"Senior Staff","1992-05-05","9999-01-01"
248237,"Staff","1986-05-06","1992-05-05"
248238,"Senior Engineer","1987-10-19","9999-01-01"
248239,"Senior Staff","1997-01-10","9999-01-01"
248240,"Senior Staff","1999-10-14","9999-01-01"
248240,"Staff","1992-10-13","1999-10-14"
248241,"Senior Staff","2000-01-15","2001-07-04"
248242,"Engineer","1998-02-09","2002-06-01"
248243,"Senior Staff","1990-08-25","9999-01-01"
248244,"Engineer","1993-07-01","2001-07-01"
248244,"Senior Engineer","2001-07-01","9999-01-01"
248245,"Engineer","1996-06-20","1999-05-09"
248246,"Senior Staff","2001-10-04","9999-01-01"
248246,"Staff","1993-10-04","2001-10-04"
248247,"Engineer","1988-11-02","1994-11-02"
248247,"Senior Engineer","1994-11-02","9999-01-01"
248248,"Engineer","1987-08-01","1992-07-31"
248248,"Senior Engineer","1992-07-31","9999-01-01"
248249,"Senior Staff","1988-10-11","9999-01-01"
248250,"Engineer","1994-01-12","9999-01-01"
248251,"Staff","1995-06-14","9999-01-01"
248252,"Senior Staff","1999-05-19","9999-01-01"
248252,"Staff","1992-05-18","1999-05-19"
248253,"Technique Leader","1995-12-13","1997-12-23"
248254,"Staff","1997-08-11","2001-03-01"
248255,"Engineer","1997-06-20","9999-01-01"
248256,"Staff","1996-08-29","9999-01-01"
248257,"Senior Staff","1999-12-05","9999-01-01"
248257,"Staff","1991-12-05","1999-12-05"
248258,"Assistant Engineer","1991-09-25","1996-09-24"
248258,"Engineer","1996-09-24","2001-09-24"
248258,"Senior Engineer","2001-09-24","9999-01-01"
248259,"Engineer","1985-05-12","1991-05-12"
248259,"Senior Engineer","1991-05-12","9999-01-01"
248260,"Staff","1986-04-15","1993-09-13"
248261,"Engineer","1987-02-20","1996-02-20"
248261,"Senior Engineer","1996-02-20","9999-01-01"
248262,"Staff","1999-06-09","9999-01-01"
248263,"Engineer","1987-07-14","1994-07-14"
248263,"Senior Engineer","1994-07-14","9999-01-01"
248264,"Engineer","1986-11-08","1994-11-08"
248264,"Senior Engineer","1994-11-08","9999-01-01"
248265,"Engineer","1999-09-22","2001-02-15"
248266,"Engineer","1994-09-26","9999-01-01"
248267,"Senior Engineer","1993-09-09","9999-01-01"
248268,"Senior Staff","1991-08-28","1992-01-04"
248268,"Staff","1986-08-28","1991-08-28"
248269,"Engineer","1988-11-10","1997-11-10"
248269,"Senior Engineer","1997-11-10","9999-01-01"
248270,"Senior Staff","1989-09-25","9999-01-01"
248271,"Assistant Engineer","1998-10-10","9999-01-01"
248272,"Senior Staff","1993-11-01","9999-01-01"
248273,"Staff","1999-12-06","2000-04-30"
248274,"Senior Staff","2002-05-15","9999-01-01"
248274,"Staff","1993-05-15","2002-05-15"
248275,"Senior Engineer","1996-03-04","1996-03-14"
248276,"Engineer","1995-11-18","2000-11-17"
248276,"Senior Engineer","2000-11-17","9999-01-01"
248277,"Senior Staff","1986-09-03","9999-01-01"
248278,"Engineer","1988-04-21","1996-04-21"
248278,"Senior Engineer","1996-04-21","9999-01-01"
248279,"Senior Staff","1996-01-11","9999-01-01"
248280,"Engineer","1998-02-03","9999-01-01"
248281,"Engineer","1998-03-05","9999-01-01"
248282,"Technique Leader","1995-12-07","1997-10-15"
248283,"Senior Staff","1999-11-01","9999-01-01"
248283,"Staff","1991-11-01","1999-11-01"
248284,"Engineer","1999-09-03","9999-01-01"
248285,"Engineer","1999-03-13","9999-01-01"
248286,"Engineer","1999-03-29","9999-01-01"
248287,"Staff","1995-12-04","9999-01-01"
248288,"Staff","1997-04-17","9999-01-01"
248289,"Senior Staff","1999-05-26","9999-01-01"
248289,"Staff","1990-05-26","1999-05-26"
248290,"Engineer","1989-06-04","1997-06-04"
248290,"Senior Engineer","1997-06-04","9999-01-01"
248291,"Engineer","1987-02-27","1992-05-04"
248292,"Engineer","1986-01-09","1995-01-09"
248292,"Senior Engineer","1995-01-09","9999-01-01"
248293,"Senior Staff","1993-01-01","1994-04-17"
248293,"Staff","1986-01-01","1993-01-01"
248294,"Engineer","1999-10-18","2001-04-05"
248295,"Senior Staff","1991-10-28","9999-01-01"
248295,"Staff","1986-10-28","1991-10-28"
248296,"Senior Staff","2001-05-04","9999-01-01"
248296,"Staff","1996-05-04","2001-05-04"
248297,"Senior Engineer","1989-09-25","9999-01-01"
248298,"Senior Staff","1994-06-21","9999-01-01"
248299,"Engineer","1986-10-23","1994-10-23"
248299,"Senior Engineer","1994-10-23","1997-05-16"
248300,"Staff","1998-11-18","2001-10-14"
248301,"Senior Staff","1995-04-09","9999-01-01"
248301,"Staff","1986-04-09","1995-04-09"
248302,"Engineer","1994-10-02","1999-10-02"
248302,"Senior Engineer","1999-10-02","9999-01-01"
248303,"Engineer","1987-02-03","1996-02-03"
248303,"Senior Engineer","1996-02-03","9999-01-01"
248304,"Engineer","1985-03-10","1993-03-10"
248304,"Senior Engineer","1993-03-10","9999-01-01"
248305,"Senior Engineer","1988-12-13","1997-05-14"
248306,"Assistant Engineer","1992-12-16","2000-12-16"
248306,"Engineer","2000-12-16","9999-01-01"
248307,"Engineer","1992-12-16","1995-12-30"
248308,"Senior Engineer","1998-07-04","9999-01-01"
248309,"Senior Engineer","1996-03-28","9999-01-01"
248310,"Engineer","1991-08-10","2000-08-09"
248310,"Senior Engineer","2000-08-09","9999-01-01"
248311,"Engineer","1990-09-07","1996-09-06"
248311,"Senior Engineer","1996-09-06","9999-01-01"
248312,"Senior Staff","1998-02-05","1999-05-05"
248312,"Staff","1993-02-05","1998-02-05"
248313,"Staff","1998-04-30","9999-01-01"
248314,"Engineer","1990-07-20","1999-07-20"
248314,"Senior Engineer","1999-07-20","9999-01-01"
248315,"Senior Staff","1997-01-16","9999-01-01"
248315,"Staff","1989-01-16","1997-01-16"
248316,"Senior Staff","2000-01-20","9999-01-01"
248316,"Staff","1994-01-20","2000-01-20"
248317,"Engineer","1997-03-01","9999-01-01"
248318,"Engineer","1995-08-25","1997-10-10"
248319,"Senior Staff","1996-09-13","9999-01-01"
248319,"Staff","1987-09-14","1996-09-13"
248320,"Senior Engineer","1996-12-08","9999-01-01"
248321,"Senior Staff","1987-07-30","9999-01-01"
248322,"Engineer","2000-01-10","2001-03-11"
248323,"Senior Staff","1992-06-18","9999-01-01"
248324,"Engineer","1987-11-13","1992-11-12"
248324,"Senior Engineer","1992-11-12","9999-01-01"
248325,"Engineer","1994-04-06","2001-04-06"
248325,"Senior Engineer","2001-04-06","9999-01-01"
248326,"Senior Staff","1997-10-11","2000-05-25"
248326,"Staff","1992-10-11","1997-10-11"
248327,"Senior Staff","1996-05-01","9999-01-01"
248328,"Engineer","1989-09-29","1998-09-29"
248328,"Senior Engineer","1998-09-29","9999-01-01"
248329,"Staff","1999-02-18","9999-01-01"
248330,"Engineer","1990-03-29","1996-03-28"
248330,"Senior Engineer","1996-03-28","9999-01-01"
248331,"Staff","1994-08-02","9999-01-01"
248332,"Senior Staff","1994-07-28","1996-08-06"
248333,"Senior Staff","1998-12-03","9999-01-01"
248333,"Staff","1990-12-03","1998-12-03"
248334,"Senior Engineer","1996-08-26","9999-01-01"
248335,"Technique Leader","1986-05-23","9999-01-01"
248336,"Senior Staff","2002-07-28","9999-01-01"
248336,"Staff","1994-07-28","2002-07-28"
248337,"Engineer","1999-01-03","9999-01-01"
248338,"Staff","1999-01-05","9999-01-01"
248339,"Staff","2000-01-07","9999-01-01"
248340,"Engineer","1996-11-23","9999-01-01"
248341,"Senior Engineer","1991-02-15","2001-01-20"
248342,"Senior Staff","1990-06-13","9999-01-01"
248342,"Staff","1985-06-13","1990-06-13"
248343,"Engineer","1998-04-28","9999-01-01"
248344,"Technique Leader","1992-06-03","9999-01-01"
248345,"Staff","1994-12-24","9999-01-01"
248346,"Engineer","1997-04-19","9999-01-01"
248347,"Senior Staff","1998-01-17","9999-01-01"
248347,"Staff","1991-01-17","1998-01-17"
248348,"Engineer","1988-10-28","1996-10-27"
248348,"Senior Engineer","1996-10-27","9999-01-01"
248349,"Senior Engineer","1991-11-04","1992-08-13"
248350,"Senior Engineer","1992-05-16","1995-03-27"
248351,"Senior Staff","1985-06-02","9999-01-01"
248352,"Senior Staff","1991-10-05","9999-01-01"
248353,"Staff","1995-10-24","9999-01-01"
248354,"Senior Staff","2001-07-06","9999-01-01"
248354,"Staff","1995-07-07","2001-07-06"
248355,"Senior Staff","2000-09-14","9999-01-01"
248355,"Staff","1991-09-15","2000-09-14"
248356,"Engineer","1990-07-10","1997-07-10"
248356,"Senior Engineer","1997-07-10","9999-01-01"
248357,"Engineer","1990-11-18","1996-11-17"
248357,"Senior Engineer","1996-11-17","1997-06-20"
248358,"Engineer","1987-09-29","1992-09-28"
248358,"Senior Engineer","1992-09-28","9999-01-01"
248359,"Senior Engineer","1990-08-07","1997-09-15"
248360,"Engineer","1990-11-14","1994-10-06"
248361,"Senior Staff","1988-10-15","9999-01-01"
248362,"Senior Staff","1991-09-23","9999-01-01"
248362,"Staff","1986-09-23","1991-09-23"
248363,"Engineer","1989-11-03","1996-11-03"
248363,"Senior Engineer","1996-11-03","1998-12-16"
248364,"Senior Engineer","1998-02-28","9999-01-01"
248365,"Staff","1994-06-04","9999-01-01"
248366,"Senior Staff","1995-03-08","9999-01-01"
248366,"Staff","1989-03-08","1995-03-08"
248367,"Staff","1997-12-31","9999-01-01"
248368,"Engineer","1993-02-04","2002-02-04"
248368,"Senior Engineer","2002-02-04","9999-01-01"
248369,"Staff","1996-10-02","2000-06-30"
248370,"Engineer","1985-03-26","1994-03-26"
248370,"Senior Engineer","1994-03-26","9999-01-01"
248371,"Engineer","1989-03-08","1994-04-08"
248372,"Engineer","1985-07-05","1994-07-05"
248372,"Senior Engineer","1994-07-05","9999-01-01"
248373,"Engineer","1997-04-03","2002-04-03"
248373,"Senior Engineer","2002-04-03","9999-01-01"
248374,"Engineer","1985-04-30","1994-04-30"
248374,"Senior Engineer","1994-04-30","9999-01-01"
248375,"Senior Staff","1988-03-29","9999-01-01"
248376,"Engineer","1998-09-24","9999-01-01"
248377,"Engineer","1994-06-17","1999-06-17"
248377,"Senior Engineer","1999-06-17","9999-01-01"
248378,"Senior Staff","1994-08-16","9999-01-01"
248378,"Staff","1987-08-16","1994-08-16"
248379,"Engineer","1987-03-31","1994-03-31"
248379,"Senior Engineer","1994-03-31","9999-01-01"
248380,"Senior Staff","1996-12-23","1997-04-23"
248380,"Staff","1987-12-24","1996-12-23"
248381,"Engineer","1987-05-29","1993-05-28"
248381,"Senior Engineer","1993-05-28","9999-01-01"
248382,"Senior Engineer","1997-01-18","9999-01-01"
248383,"Senior Staff","2000-02-01","9999-01-01"
248383,"Staff","1995-02-01","2000-02-01"
248384,"Engineer","1991-01-22","1996-01-22"
248384,"Senior Engineer","1996-01-22","9999-01-01"
248385,"Engineer","1992-11-15","1999-11-16"
248385,"Senior Engineer","1999-11-16","9999-01-01"
248386,"Senior Engineer","1987-05-31","9999-01-01"
248387,"Senior Staff","1993-08-03","1999-04-02"
248388,"Engineer","1988-07-01","1993-07-01"
248388,"Senior Engineer","1993-07-01","9999-01-01"
248389,"Senior Staff","1985-09-11","9999-01-01"
248390,"Engineer","1989-02-09","1994-02-09"
248390,"Senior Engineer","1994-02-09","9999-01-01"
248391,"Engineer","1994-11-24","1999-11-24"
248391,"Senior Engineer","1999-11-24","9999-01-01"
248392,"Engineer","1997-10-30","1998-07-24"
248393,"Senior Staff","1993-10-15","9999-01-01"
248393,"Staff","1988-10-15","1993-10-15"
248394,"Staff","1997-10-29","9999-01-01"
248395,"Engineer","1996-10-06","9999-01-01"
248396,"Senior Staff","1988-05-09","1993-06-03"
248397,"Engineer","1999-06-10","2000-02-10"
248398,"Engineer","1993-09-29","1999-09-29"
248398,"Senior Engineer","1999-09-29","9999-01-01"
248399,"Senior Staff","1997-01-25","9999-01-01"
248399,"Staff","1989-01-25","1997-01-25"
248400,"Engineer","1998-03-16","9999-01-01"
248401,"Assistant Engineer","1990-11-07","1996-11-06"
248401,"Engineer","1996-11-06","9999-01-01"
248402,"Engineer","1996-04-19","2001-04-19"
248402,"Senior Engineer","2001-04-19","9999-01-01"
248403,"Assistant Engineer","1986-12-26","1993-12-26"
248403,"Engineer","1993-12-26","2000-12-26"
248403,"Senior Engineer","2000-12-26","9999-01-01"
248404,"Senior Staff","1994-11-26","9999-01-01"
248404,"Staff","1989-11-26","1994-11-26"
248405,"Assistant Engineer","1998-04-13","2002-07-24"
248406,"Senior Staff","1993-08-04","9999-01-01"
248406,"Staff","1986-08-04","1993-08-04"
248407,"Engineer","1998-05-19","9999-01-01"
248408,"Staff","1988-11-24","1994-01-30"
248409,"Engineer","1991-11-18","1996-11-17"
248409,"Senior Engineer","1996-11-17","9999-01-01"
248410,"Senior Engineer","1992-10-25","9999-01-01"
248411,"Senior Staff","1995-04-20","9999-01-01"
248412,"Senior Staff","1996-10-18","9999-01-01"
248413,"Engineer","1993-11-21","1999-11-21"
248413,"Senior Engineer","1999-11-21","9999-01-01"
248414,"Senior Engineer","1988-12-17","1996-02-05"
248415,"Engineer","1991-11-29","1999-11-29"
248415,"Senior Engineer","1999-11-29","9999-01-01"
248416,"Engineer","1987-01-30","1993-01-29"
248416,"Senior Engineer","1993-01-29","9999-01-01"
248417,"Engineer","1986-01-29","1994-01-29"
248417,"Senior Engineer","1994-01-29","9999-01-01"
248418,"Senior Staff","2001-02-09","9999-01-01"
248418,"Staff","1993-02-09","2001-02-09"
248419,"Staff","1993-11-17","9999-01-01"
248420,"Engineer","1991-02-15","1997-02-14"
248420,"Senior Engineer","1997-02-14","9999-01-01"
248421,"Senior Engineer","1994-01-12","9999-01-01"
248422,"Assistant Engineer","1989-05-16","1992-05-03"
248423,"Senior Staff","1993-12-23","9999-01-01"
248423,"Staff","1986-12-23","1993-12-23"
248424,"Senior Staff","1999-04-14","9999-01-01"
248424,"Staff","1991-04-14","1999-04-14"
248425,"Engineer","1998-07-10","9999-01-01"
248426,"Senior Staff","1997-05-22","9999-01-01"
248426,"Staff","1991-05-23","1997-05-22"
248427,"Senior Staff","1991-08-18","9999-01-01"
248427,"Staff","1985-08-18","1991-08-18"
248428,"Senior Staff","1993-08-02","9999-01-01"
248428,"Staff","1985-08-02","1993-08-02"
248429,"Engineer","1995-03-28","1997-03-11"
248430,"Senior Engineer","1985-11-02","9999-01-01"
248431,"Engineer","1990-03-26","1999-03-26"
248431,"Senior Engineer","1999-03-26","9999-01-01"
248432,"Senior Staff","1991-05-04","1993-08-09"
248432,"Staff","1985-05-04","1991-05-04"
248433,"Engineer","1992-12-31","2000-12-31"
248433,"Senior Engineer","2000-12-31","9999-01-01"
248434,"Senior Engineer","1996-01-22","9999-01-01"
248435,"Engineer","1985-04-16","1993-04-16"
248435,"Senior Engineer","1993-04-16","9999-01-01"
248436,"Staff","1997-08-17","1998-02-16"
248437,"Senior Staff","1994-01-20","9999-01-01"
248437,"Staff","1987-01-20","1994-01-20"
248438,"Senior Staff","1995-04-26","9999-01-01"
248438,"Staff","1989-04-26","1995-04-26"
248439,"Senior Staff","1993-11-28","9999-01-01"
248440,"Staff","1999-02-12","2000-12-28"
248441,"Senior Engineer","1993-02-08","9999-01-01"
248442,"Assistant Engineer","1990-08-24","1998-08-24"
248442,"Engineer","1998-08-24","9999-01-01"
248443,"Senior Staff","1995-09-13","9999-01-01"
248443,"Staff","1987-09-13","1995-09-13"
248444,"Engineer","1991-03-06","1997-10-14"
248445,"Senior Staff","1996-08-15","9999-01-01"
248445,"Staff","1989-08-15","1996-08-15"
248446,"Engineer","1997-05-17","2002-05-17"
248446,"Senior Engineer","2002-05-17","9999-01-01"
248447,"Senior Engineer","1989-10-23","1993-12-20"
248448,"Engineer","1988-07-30","1993-07-30"
248448,"Senior Engineer","1993-07-30","9999-01-01"
248449,"Engineer","1990-03-12","1996-03-11"
248449,"Senior Engineer","1996-03-11","9999-01-01"
248450,"Senior Engineer","1990-11-20","9999-01-01"
248451,"Engineer","1992-11-19","1999-11-20"
248451,"Senior Engineer","1999-11-20","9999-01-01"
248452,"Senior Staff","1985-05-03","9999-01-01"
248453,"Staff","2000-01-28","9999-01-01"
248454,"Senior Staff","2001-11-11","9999-01-01"
248454,"Staff","1995-11-12","2001-11-11"
248455,"Engineer","1997-07-08","1998-12-19"
248456,"Senior Staff","1997-06-07","9999-01-01"
248456,"Staff","1991-06-08","1997-06-07"
248457,"Senior Staff","2000-07-04","9999-01-01"
248457,"Staff","1995-07-05","2000-07-04"
248458,"Engineer","1987-09-12","1992-05-31"
248459,"Engineer","1996-03-18","9999-01-01"
248460,"Senior Engineer","1993-03-27","9999-01-01"
248461,"Senior Engineer","1996-12-28","2000-05-02"
248462,"Engineer","1990-04-07","1998-04-07"
248462,"Senior Engineer","1998-04-07","9999-01-01"
248463,"Senior Staff","1993-01-07","9999-01-01"
248463,"Staff","1987-01-08","1993-01-07"
248464,"Assistant Engineer","1998-05-22","9999-01-01"
248465,"Staff","1997-09-11","9999-01-01"
248466,"Senior Staff","1998-06-06","9999-01-01"
248466,"Staff","1989-06-06","1998-06-06"
248467,"Senior Staff","1997-09-01","9999-01-01"
248467,"Staff","1990-09-01","1997-09-01"
248468,"Engineer","1997-11-20","9999-01-01"
248469,"Senior Staff","1990-11-12","2000-07-31"
248470,"Staff","1996-12-21","9999-01-01"
248471,"Engineer","1999-08-03","9999-01-01"
248472,"Senior Engineer","1988-10-13","9999-01-01"
248473,"Engineer","1995-06-20","2000-05-01"
248474,"Technique Leader","1990-09-15","9999-01-01"
248475,"Engineer","1987-01-22","1996-01-22"
248475,"Senior Engineer","1996-01-22","9999-01-01"
248476,"Staff","1995-09-22","9999-01-01"
248477,"Engineer","1992-05-22","1997-05-22"
248477,"Senior Engineer","1997-05-22","9999-01-01"
248478,"Senior Staff","1988-08-13","1991-09-16"
