emp_no,salary,from_date,to_date
243264,40000,1990-02-03,1991-02-03
243265,42170,1991-11-04,1992-11-03
243266,68073,1998-02-24,1999-02-24
243267,61662,1998-06-13,1999-06-13
243268,40000,1986-06-25,1987-06-25
243269,85690,1994-03-13,1995-03-13
243270,46095,1990-11-15,1991-11-15
243271,40860,1999-01-17,2000-01-17
243272,61654,1989-08-10,1990-08-10
243273,40000,1985-12-04,1986-12-04
243274,74744,2000-01-07,2001-01-06
243275,67721,1989-02-21,1990-02-21
243276,42026,1992-08-15,1993-08-15
243277,54194,1993-08-12,1994-08-12
243278,40000,1992-01-06,1993-01-05
243279,54046,1994-12-16,1995-12-16
243280,78430,1988-03-26,1989-03-26
243281,40814,1998-03-13,1999-03-13
243282,77101,1994-05-10,1995-05-10
243283,63282,1991-06-14,1992-06-13
243284,40000,1994-12-17,1995-12-17
243285,45553,1993-03-10,1994-03-10
243286,40000,1994-09-09,1995-09-09
243287,44294,1988-08-03,1989-08-03
243288,40000,1988-09-03,1989-09-03
243289,95555,1990-12-20,1991-12-20
243290,56413,1990-11-15,1991-11-15
243291,50591,1988-09-08,1989-09-08
243292,58976,1992-05-17,1993-05-17
243293,55049,1996-01-26,1997-01-25
243294,91146,1988-06-21,1989-06-21
243295,59269,1988-06-16,1989-06-16
243296,43415,1998-04-11,1999-04-11
243297,77538,1997-07-14,1998-07-14
243298,84626,1998-04-12,1999-04-12
243299,63606,1996-12-27,1997-12-27
243300,40000,1996-03-25,1997-03-25
243301,61798,1988-04-17,1989-04-17
243302,53847,1999-03-08,2000-03-07
243303,63371,1993-09-06,1994-09-06
243304,53649,1986-07-14,1987-07-14
243305,40000,1987-12-10,1988-12-09
243306,58109,1985-06-27,1986-06-27
243307,55994,1993-02-15,1994-02-15
243308,71109,1992-11-21,1993-11-21
243309,40000,1996-07-06,1997-07-06
243310,47659,1998-06-08,1999-06-08
243311,80666,1986-12-28,1987-12-28
243312,57913,1998-02-11,1999-02-11
243313,52873,1995-08-17,1996-08-16
243314,43228,1988-04-23,1989-04-23
243315,40000,1996-03-24,1997-03-24
243316,72420,1985-09-22,1986-09-22
243317,61484,1999-10-12,2000-10-11
243318,59977,1991-10-15,1992-10-14
243319,44506,1990-05-19,1991-05-19
243320,45066,1985-03-21,1986-03-21
243321,47957,1999-10-20,2000-10-19
243322,46465,1993-11-13,1994-11-13
243323,57519,1994-04-01,1995-04-01
243324,40000,1997-03-03,1998-03-03
243325,72805,1987-02-25,1988-02-25
243326,40000,1994-08-19,1995-08-19
243327,40000,1996-01-05,1997-01-04
243328,40000,1991-09-24,1992-09-23
243329,52002,1992-03-07,1993-03-07
243330,84017,1988-08-29,1989-08-29
243331,40000,1994-09-08,1995-09-08
243332,76191,1990-04-21,1991-04-21
243333,45024,1991-08-26,1992-08-25
243334,85730,1998-08-16,1999-08-16
243335,40000,1993-11-11,1994-11-11
243336,92914,1990-06-16,1991-06-16
243337,60814,1985-06-03,1986-06-03
243338,90867,1989-12-27,1990-12-27
243339,43686,1987-12-05,1988-12-04
243340,62012,1988-01-08,1989-01-07
243341,49671,1994-09-22,1995-09-22
243342,61080,1990-03-24,1991-03-24
243343,58081,1991-03-21,1992-03-20
243344,44730,1998-07-03,1999-07-03
243345,40000,1994-05-29,1995-05-29
243346,48583,1989-03-19,1990-03-19
243347,40000,1990-02-28,1991-02-28
243348,43604,1996-10-02,1997-10-02
243349,40000,1989-04-19,1990-04-19
243350,54553,1996-09-22,1997-09-22
243351,56475,1998-01-06,1999-01-06
243352,89611,1989-07-03,1990-07-03
243353,44925,1995-03-16,1996-03-15
243354,40000,1994-01-18,1995-01-18
243355,40000,1991-10-13,1992-10-12
243356,48427,1990-05-17,1991-05-17
243357,73216,1998-01-19,1999-01-19
243358,41710,1988-10-16,1989-10-16
243359,46807,1985-08-29,1986-08-29
243360,40000,1995-03-29,1996-03-28
243361,52558,1990-05-05,1991-05-05
243362,55718,1985-11-04,1986-11-04
243363,64053,1985-09-25,1986-09-25
243364,40000,1988-08-14,1989-08-14
243365,47890,1997-07-09,1998-07-09
243366,40000,1997-05-25,1998-05-25
243367,40000,1995-09-23,1996-09-22
243368,40000,1997-12-19,1998-12-19
243369,47081,1997-09-25,1998-09-25
243370,61826,1986-07-15,1987-07-15
243371,69235,1999-02-25,2000-02-25
243372,40000,1998-04-07,1999-04-07
243373,69795,1987-03-02,1988-03-01
243374,62032,1996-09-13,1997-09-13
243375,40000,1993-10-24,1994-10-24
243376,50732,1998-05-19,1999-05-19
243377,50632,1994-06-02,1995-06-02
243378,60221,1998-10-18,1999-10-18
243379,40000,1995-05-03,1996-05-02
243380,40000,1993-11-18,1994-11-18
243381,51043,1996-06-07,1997-06-07
243382,40000,1993-03-25,1994-03-25
243383,44276,1997-05-02,1997-06-28
243384,52327,1988-01-28,1989-01-27
243385,40000,1999-11-25,2000-11-24
243386,49476,1991-07-07,1992-07-06
243387,55966,1996-11-09,1997-11-09
243388,40000,1998-11-04,1999-11-04
243389,57501,1991-08-04,1992-08-03
243390,40000,1985-05-27,1986-05-27
243391,40000,1990-01-24,1991-01-24
243392,54316,1993-12-14,1994-12-14
243393,40000,1992-10-14,1993-10-14
243394,40000,1986-08-03,1987-08-03
243395,40000,1989-05-08,1990-05-08
243396,62445,1985-12-23,1986-12-23
243397,79987,1992-09-19,1993-09-19
243398,54212,1986-04-13,1987-04-13
243399,75349,1994-10-10,1995-10-10
243400,41592,1990-11-29,1991-11-29
243401,82349,1988-01-08,1989-01-07
243402,51236,1991-10-04,1992-10-03
243403,40000,1994-04-16,1995-04-16
243404,72585,1995-12-30,1996-12-29
243405,61092,1995-03-25,1996-03-24
243406,47560,1991-02-05,1992-02-05
243407,40000,1989-02-21,1990-02-21
243408,56154,1992-09-29,1993-09-29
243409,58050,1990-11-10,1991-11-10
243410,51798,1992-12-01,1993-12-01
243411,60204,1997-10-17,1998-10-17
243412,71493,1990-08-19,1991-08-19
243413,40000,1998-10-09,1999-10-09
243414,40000,1999-11-20,2000-11-19
243415,40000,1998-12-01,1999-12-01
243416,40000,1990-02-19,1991-02-19
243417,40000,1997-06-16,1998-06-16
243418,55800,1998-02-08,1999-02-08
243419,104452,1996-04-16,1997-04-16
243420,40000,1996-01-23,1997-01-22
243421,69981,1985-05-17,1986-05-17
243422,51894,1999-05-04,2000-05-03
243423,57418,1985-12-15,1986-12-15
243424,44382,1993-02-27,1994-02-27
243425,40000,1990-08-22,1991-08-22
243426,78625,1994-02-22,1995-02-22
243427,40000,1988-07-17,1989-07-17
243428,43740,1986-01-31,1987-01-31
243429,41630,1992-03-20,1993-03-20
243430,91037,1991-08-26,1992-08-25
243431,41164,1992-07-29,1993-07-29
243432,81328,1989-08-21,1990-08-21
243433,45991,1988-04-04,1989-04-04
243434,52416,1995-08-18,1996-08-17
243435,66075,1987-05-17,1988-05-16
243436,40000,1993-02-18,1994-02-18
243437,52763,1993-05-06,1994-05-06
243438,40000,1997-01-05,1998-01-05
243439,92661,1987-05-31,1988-05-30
243440,76578,1994-04-27,1995-04-27
243441,44636,1995-04-03,1996-04-01
243442,49982,1994-09-27,1995-09-27
243443,40000,1993-02-18,1994-02-18
243444,46941,1994-02-03,1995-02-03
243445,48330,1998-04-10,1999-04-10
243446,64041,1990-01-18,1991-01-18
243447,40000,1986-09-13,1987-09-13
243448,40000,1992-09-06,1993-09-06
243449,59591,1999-03-30,2000-03-29
243450,56187,1999-01-17,2000-01-17
243451,40000,1994-09-15,1995-09-15
243452,40000,1991-06-16,1992-06-15
243453,40000,1999-03-26,2000-03-25
243454,40000,1989-03-28,1990-03-28
243455,44917,1993-08-18,1994-08-18
243456,88380,1991-11-13,1992-11-12
243457,66740,1988-04-10,1989-04-10
243458,75013,1988-04-24,1989-04-24
243459,40324,1992-08-08,1993-08-08
243460,60841,1994-05-02,1995-05-02
243461,40000,1987-07-12,1988-07-11
243462,75006,1997-03-27,1998-03-27
243463,44487,1992-04-05,1993-04-05
243464,77536,1990-01-01,1991-01-01
243465,53738,1988-02-16,1989-02-15
243466,40000,1999-12-12,2000-12-11
243467,44058,1997-06-13,1998-06-13
243468,40000,1997-05-22,1998-05-22
243469,54735,1993-04-12,1994-04-12
243470,95563,1988-08-20,1989-08-20
243471,40000,1996-02-05,1997-02-04
243472,58205,1993-12-22,1994-12-22
243473,40000,1985-03-28,1986-03-28
243474,86301,1986-08-21,1987-08-21
243475,49648,1990-11-28,1991-11-28
243476,40000,1999-08-06,2000-08-05
243477,40000,1986-07-12,1987-07-12
243478,54312,1995-06-17,1996-06-16
243479,77976,1990-04-24,1991-04-24
243480,40000,1994-05-14,1995-05-14
243481,40000,1995-02-16,1996-02-16
243482,54495,1993-04-09,1994-04-09
243483,48692,1989-11-11,1990-11-11
243484,56368,1988-07-02,1988-07-03
243485,40000,1991-05-19,1992-05-18
243486,53120,1999-07-21,2000-07-20
243487,40000,1985-04-07,1986-04-07
243488,57167,1990-02-06,1991-02-06
243489,40000,1999-12-17,2000-12-16
243490,50358,1989-03-20,1990-03-20
243491,40000,1998-05-17,1999-05-17
243492,42630,1999-05-06,2000-05-05
243493,40000,1988-10-20,1989-10-20
243494,59969,1989-08-23,1990-08-23
243495,51453,1997-09-26,1998-09-26
243496,40000,1994-02-07,1995-02-07
243497,58575,1992-07-25,1993-07-25
243498,40000,1985-07-27,1986-07-27
243499,44247,1995-10-01,1996-09-30
243500,75552,1987-03-20,1988-03-19
243501,64922,1997-03-07,1998-03-07
243502,47577,1989-08-26,1990-08-26
243503,45427,1990-01-30,1991-01-30
243504,46866,1999-11-30,2000-11-29
243505,40000,1993-01-24,1994-01-24
243506,72221,1990-11-16,1991-11-16
243507,40000,1992-09-28,1993-09-28
243508,78786,1989-02-09,1990-02-09
243509,40000,1988-09-19,1989-09-19
243510,40000,1988-08-21,1989-08-21
243511,71646,1996-03-07,1997-03-07
243512,52340,1998-02-09,1999-02-09
243513,42573,1997-12-15,1998-12-15
243514,42092,1992-07-18,1993-07-18
243515,66759,1996-09-15,1997-09-15
243516,50686,1991-07-24,1992-07-23
243517,40000,1993-05-06,1994-05-06
243518,40000,1991-05-27,1992-05-26
243519,70666,1991-12-10,1992-12-09
243520,42534,1999-12-23,2000-12-22
243521,40000,1990-04-06,1991-04-05
243522,44497,1989-11-13,1990-11-13
243523,48478,1985-03-30,1986-03-30
243524,40000,1988-03-20,1989-03-20
243525,40000,1995-09-16,1996-09-15
243526,94286,1992-08-07,1993-08-07
243527,65144,1986-08-31,1987-08-31
243528,42472,1999-10-15,2000-10-14
243529,40000,1993-02-11,1994-02-11
243530,62040,1988-05-19,1989-05-19
243531,67939,1991-08-27,1992-08-26
243532,40000,1995-07-10,1996-07-09
243533,68115,1999-05-21,2000-05-20
243534,50776,1995-12-26,1996-12-25
243535,69339,1990-08-02,1991-08-02
243536,43918,1990-08-11,1991-08-11
243537,99271,1987-11-21,1988-11-20
243538,60775,1989-01-11,1990-01-11
243539,68783,1989-03-25,1990-03-25
243540,40000,1993-05-18,1994-05-18
243541,50922,1991-05-23,1992-05-22
243542,40000,1994-01-13,1995-01-13
243543,40000,1997-05-19,1998-05-19
243544,40623,1987-06-29,1988-06-28
243545,40000,1986-09-28,1987-09-28
243546,67779,1994-04-27,1995-04-27
243547,45438,1985-03-18,1986-03-18
243548,40000,1986-06-20,1987-06-20
243549,40179,1993-08-29,1994-04-15
243550,40000,1992-02-12,1993-02-11
243551,41502,1989-06-06,1990-02-06
243552,55618,1985-07-01,1986-07-01
243553,76874,1998-03-05,1999-03-05
243554,64003,1997-06-11,1998-06-11
243555,40000,1988-11-26,1989-11-26
243556,45786,1995-08-01,1996-07-31
243557,40000,1987-01-14,1988-01-14
243558,45082,1999-12-27,2000-12-26
243559,40000,1992-03-05,1993-03-05
243560,66115,1993-11-23,1994-11-23
243561,40000,1988-01-01,1988-12-31
243562,41114,1999-01-18,2000-01-18
243563,60855,1987-05-11,1988-05-10
243564,56660,1987-02-27,1988-02-27
243565,40000,1991-12-20,1992-12-19
243566,54293,1992-03-23,1993-03-23
243567,47562,1997-10-27,1998-10-27
243568,40000,1991-06-27,1992-06-26
243569,67150,1986-10-11,1987-10-11
243570,86220,1995-02-23,1996-02-23
243571,44301,1990-07-19,1991-07-19
243572,40000,1992-11-08,1993-11-08
243573,40118,1993-12-04,1994-12-04
243574,60704,1992-11-23,1993-11-23
243575,71527,1987-03-23,1988-03-22
243576,60593,1996-11-10,1997-11-10
243577,42224,1988-08-15,1989-08-15
243578,40000,1988-05-04,1989-05-04
243579,54397,1986-12-02,1987-12-02
243580,69281,1999-11-15,2000-11-14
243581,40000,1990-04-10,1991-04-10
243582,56615,1993-08-03,1994-08-03
243583,40412,1997-09-25,1998-09-25
243584,43836,1986-02-11,1987-02-11
243585,92439,1995-01-11,1996-01-11
243586,57294,1988-05-05,1989-05-05
243587,64376,1998-11-09,1999-11-09
243588,40000,1991-05-14,1992-05-13
243589,40000,1989-01-24,1990-01-24
243590,52347,1987-08-04,1988-08-03
243591,52151,1993-05-10,1994-05-10
243592,59404,1994-04-02,1995-04-02
243593,63033,1990-12-19,1991-12-19
243594,40000,1986-06-26,1987-06-26
243595,76920,1996-05-03,1997-05-03
243596,56979,1995-02-08,1996-02-08
243597,40000,1989-01-16,1990-01-16
243598,46676,1986-10-31,1986-12-02
243599,40000,1987-05-28,1988-05-27
243600,63645,1990-05-09,1991-05-09
243601,43604,1989-06-24,1990-06-24
243602,52406,1997-09-01,1998-09-01
243603,68243,1985-10-31,1986-10-31
243604,40000,1987-05-02,1988-05-01
243605,58495,1988-10-12,1989-10-12
243606,40000,1996-12-03,1997-12-03
243607,44008,1986-08-13,1987-08-13
243608,42539,1990-03-20,1991-03-20
243609,48660,1999-08-04,2000-08-03
243610,40000,1996-12-28,1997-12-28
243611,40000,1995-04-13,1996-04-12
243612,40000,1997-05-06,1998-05-06
243613,40000,1986-09-23,1987-09-22
243614,40000,1989-05-04,1990-05-04
243615,41319,1989-05-17,1990-05-17
243616,58159,1989-01-17,1990-01-17
243617,46011,1986-02-17,1987-02-17
243618,78382,1986-12-20,1987-12-20
243619,68580,1994-09-04,1995-09-04
243620,43976,1997-04-28,1998-04-28
243621,40000,1997-09-04,1998-09-04
243622,53439,1988-08-10,1989-08-10
243623,44083,1989-06-16,1990-06-16
243624,89507,1990-06-05,1991-06-05
243625,40000,1998-11-06,1999-11-06
243626,89303,2000-01-29,2001-01-28
243627,40000,1990-07-14,1991-07-14
243628,60449,1990-06-19,1991-06-19
243629,41481,1994-10-28,1995-10-28
243630,72026,1991-02-01,1992-02-01
243631,51104,1985-07-06,1986-07-06
243632,40000,1991-08-06,1992-08-05
243633,40000,1991-12-16,1992-12-15
243634,40000,1995-02-06,1996-02-06
243635,47316,1996-04-30,1997-04-30
243636,40000,1994-05-08,1995-05-08
243637,60619,1990-06-24,1991-06-24
243638,61800,1990-08-23,1991-08-23
243639,42592,1985-02-26,1986-02-26
243640,51522,1998-10-23,1999-10-23
243641,40000,1998-12-04,1999-12-04
243642,40000,1999-06-03,2000-06-02
243643,40000,1989-09-17,1990-09-17
243644,50647,1995-03-11,1996-03-10
243645,46876,1992-02-06,1993-02-05
243646,49320,1985-05-05,1986-05-05
243647,41164,1996-05-31,1997-05-31
243648,71353,1985-04-30,1986-04-30
243649,40000,1996-02-28,1997-02-27
243650,49466,1998-04-13,1999-04-13
243651,54825,1985-12-29,1986-12-29
243652,40000,1997-04-29,1998-04-29
243653,68692,1994-03-22,1995-03-22
243654,40000,1992-12-07,1993-12-07
243655,43170,1987-11-18,1988-11-17
243656,64822,1993-03-20,1994-03-20
243657,42527,1992-12-04,1993-12-04
243658,49030,1990-09-11,1991-09-11
243659,48514,1986-04-15,1987-04-15
243660,40000,1996-02-26,1997-02-25
243661,85136,1990-05-31,1991-05-31
243662,40000,1986-10-18,1987-10-18
243663,40000,1997-10-17,1998-10-17
243664,53352,1999-02-07,2000-02-07
243665,60998,1988-08-26,1989-08-26
243666,51233,1990-06-09,1991-06-09
243667,45691,1997-04-05,1998-04-05
243668,49169,1991-05-10,1992-05-09
243669,41692,1993-05-06,1994-05-06
243670,57321,1997-07-22,1998-07-22
243671,41761,1990-12-23,1991-12-23
243672,40000,1992-07-20,1993-07-20
243673,67090,1997-06-01,1998-06-01
243674,62854,1994-05-20,1995-05-20
243675,81249,1993-05-28,1994-05-28
243676,40000,1996-01-21,1997-01-20
243677,62631,1994-08-30,1995-08-30
243678,59604,1999-08-04,2000-08-03
243679,54838,1996-04-05,1997-04-05
243680,47773,1999-08-16,2000-08-15
243681,53575,1998-04-25,1999-04-25
243682,63011,1989-02-04,1990-02-04
243683,57517,1996-04-09,1997-04-09
243684,55562,1986-05-15,1987-05-15
243685,48123,1995-02-17,1996-02-17
243686,56801,1985-02-25,1986-02-25
243687,40000,1995-11-24,1996-11-23
243688,71553,1997-11-25,1998-11-25
243689,65917,1988-12-28,1989-12-28
243690,40000,1995-05-20,1996-05-19
243691,67226,1999-01-15,2000-01-15
243692,40000,1994-05-22,1995-05-22
243693,41596,1999-05-11,2000-05-10
243694,40000,1987-09-27,1988-09-26
243695,58833,1987-01-19,1988-01-19
243696,49267,1987-12-18,1988-12-17
243697,68726,1993-06-29,1994-06-29
243698,62854,1989-04-24,1990-04-24
243699,42459,1993-06-15,1994-06-15
243700,40000,1996-08-05,1997-08-05
243701,43283,1993-01-04,1994-01-04
243702,52021,2000-01-07,2001-01-06
243703,66509,1994-05-09,1994-08-28
243704,70825,1995-02-04,1996-02-04
243705,40000,1999-04-25,2000-04-24
243706,46747,1991-11-07,1992-11-06
243707,40000,1999-11-30,2000-11-29
243708,60113,1988-04-11,1989-04-11
243709,78516,1999-04-25,2000-04-24
243710,46011,1990-06-11,1991-06-11
243711,54404,1996-03-10,1997-03-10
243712,40000,1988-10-17,1989-10-17
243713,64852,1997-03-19,1998-03-19
243714,40000,1993-02-07,1994-02-07
243715,40000,1990-04-20,1991-04-20
243716,44261,1993-05-15,1994-05-15
243717,40000,1985-04-12,1986-04-12
243718,70619,1986-04-21,1987-04-21
243719,40000,1986-02-13,1987-02-13
243720,63421,1996-03-29,1997-03-29
243721,69577,1986-03-07,1987-03-07
243722,88153,1995-11-14,1996-11-13
243723,50276,1986-10-12,1987-10-12
243724,79382,1987-11-21,1988-11-18
243725,45885,1991-12-16,1992-12-15
243726,41155,1999-11-09,2000-11-08
243727,48668,1989-08-11,1990-08-11
243728,58638,1999-11-16,2000-11-15
243729,60099,1989-09-07,1990-09-07
243730,40000,1986-12-09,1987-12-09
243731,45924,1993-09-21,1994-09-21
243732,40159,1988-10-13,1988-11-22
243733,40000,1996-08-18,1997-08-18
243734,74669,1997-11-19,1998-11-19
243735,65118,1995-01-17,1996-01-17
243736,65844,1992-09-26,1993-09-26
243737,44605,1998-01-16,1999-01-16
243738,76185,1993-05-14,1994-05-14
243739,47781,1993-06-15,1994-06-15
243740,49804,1993-12-12,1994-12-12
243741,40000,1993-10-05,1994-10-05
243742,44328,1998-09-06,1999-09-06
243743,40000,1986-08-24,1987-08-24
243744,66885,1999-03-11,2000-03-10
243745,66352,1995-07-10,1996-07-09
243746,42534,1994-09-14,1995-09-14
243747,40000,1985-06-14,1986-06-14
243748,61381,1987-09-07,1988-09-02
243749,40000,1990-02-09,1991-02-09
243750,45846,1994-05-25,1995-05-25
243751,40000,1985-09-24,1986-09-24
243752,59448,1992-03-22,1993-03-22
243753,74437,1994-07-26,1995-07-26
243754,70574,1990-10-20,1991-10-20
243755,41387,1992-03-21,1993-03-21
243756,48200,1989-11-03,1990-11-03
243757,40000,1988-04-22,1989-04-22
243758,40000,1985-03-25,1986-03-25
243759,75934,1995-07-10,1996-07-09
243760,56558,1987-05-13,1988-05-12
243761,40000,1988-03-21,1989-03-21
243762,45038,1988-10-06,1989-10-06
243763,50901,1988-12-31,1989-12-31
243764,40000,1995-06-29,1996-06-28
243765,40000,1991-11-22,1992-11-21
243766,50444,1995-11-22,1996-11-21
243767,70993,1988-05-25,1989-05-25
243768,52302,1997-01-08,1998-01-08
243769,40000,1990-08-27,1991-08-27
243770,49168,1991-02-28,1992-02-28
243771,49845,1987-12-25,1988-12-24
243772,78082,1985-10-14,1986-10-14
243773,40000,1993-06-12,1994-06-12
243774,40000,1993-05-05,1994-05-05
243775,40000,1988-04-02,1989-04-02
243776,40000,1997-09-24,1998-09-24
243777,56984,1994-05-16,1995-05-16
243778,40000,1996-07-02,1997-07-02
243779,43769,1986-09-09,1987-09-09
243780,71879,1999-05-21,2000-05-20
243781,73988,1986-06-24,1987-06-24
243782,76540,1988-09-05,1989-09-05
243783,40000,1989-06-12,1990-06-12
243784,40000,1991-07-19,1992-07-18
243785,96006,1991-06-27,1992-06-26
243786,41896,1996-09-12,1997-09-12
243787,54601,1988-10-04,1989-10-04
243788,49592,1987-08-19,1988-08-18
243789,40000,1985-02-10,1986-02-10
243790,40000,1994-09-30,1995-09-30
243791,90634,1997-06-15,1998-06-15
243792,44536,1991-09-08,1992-09-07
243793,78332,1985-02-23,1986-02-23
243794,44401,1989-11-25,1990-11-25
243795,59695,1994-03-20,1995-03-20
243796,40000,1990-04-23,1991-04-23
243797,63667,1994-09-24,1995-09-24
243798,87769,1994-10-19,1995-10-19
243799,80546,1985-03-10,1986-03-10
243800,54749,1991-02-17,1992-02-17
243801,40000,1996-01-15,1997-01-14
243802,45496,1985-12-28,1986-12-28
243803,54650,1994-12-30,1995-12-30
243804,64903,1987-09-15,1988-09-14
243805,40000,1985-03-20,1986-03-20
243806,40000,1991-04-16,1992-04-15
243807,77790,1997-08-18,1998-08-18
243808,82137,1991-09-11,1992-09-10
243809,40000,1997-06-28,1998-06-28
243810,40000,1985-08-25,1986-08-25
243811,40000,1985-04-25,1986-04-25
243812,56262,1988-04-22,1989-04-22
243813,70767,1997-04-15,1998-04-15
243814,56141,1997-08-24,1998-08-24
243815,46326,1996-04-04,1997-04-04
243816,45622,1994-11-20,1995-11-20
243817,40000,1986-08-15,1987-08-15
243818,80871,1992-09-17,1993-09-17
243819,40000,1985-02-26,1986-02-26
243820,59961,1985-04-17,1986-04-17
243821,66909,1991-03-20,1992-03-19
243822,40000,1989-07-31,1990-07-31
243823,42517,1998-05-10,1999-05-10
243824,40000,1994-07-16,1995-07-16
243825,40000,1997-08-06,1998-08-06
243826,40000,1988-04-13,1989-04-13
243827,49126,1988-12-06,1989-12-06
243828,55284,1988-09-27,1989-09-27
243829,63406,1995-11-07,1996-11-06
243830,65311,1986-04-09,1987-04-09
243831,40000,1990-03-24,1991-03-24
243832,74623,1999-12-24,2000-12-23
243833,40516,1986-11-19,1987-11-19
243834,48528,1993-10-05,1994-10-05
243835,62287,1995-02-17,1996-02-17
243836,53263,1999-03-01,2000-02-29
243837,40000,1994-10-01,1995-10-01
243838,40000,1985-07-17,1986-07-17
243839,47874,1996-11-29,1997-07-05
243840,40000,1987-04-17,1988-04-16
243841,40000,1989-02-06,1990-02-06
243842,42315,1993-11-05,1994-11-05
243843,82895,1991-06-28,1992-06-27
243844,68027,1986-10-18,1987-10-18
243845,89464,1994-11-04,1995-11-04
243846,40000,1990-10-19,1991-10-19
243847,40000,1989-11-19,1990-11-19
243848,61653,1994-11-20,1995-11-20
243849,54495,1985-11-03,1986-11-03
243850,52379,1989-02-03,1990-02-03
